Name,CPU%,MemUsage
assignment3-sa-app-web-1,0.41%,181.3MiB / 7.654GiB
assignment3-sa-app-web-1,0.44%,181.3MiB / 7.654GiB
assignment3-sa-app-web-1,5.13%,183.6MiB / 7.654GiB
assignment3-sa-app-web-1,5.60%,190.3MiB / 7.654GiB
assignment3-sa-app-web-1,20.61%,258.7MiB / 7.654GiB
assignment3-sa-app-web-1,5.55%,306.6MiB / 7.654GiB
assignment3-sa-app-web-1,60.71%,310.4MiB / 7.654GiB
assignment3-sa-app-web-1,48.00%,331.2MiB / 7.654GiB
assignment3-sa-app-web-1,47.08%,280.6MiB / 7.654GiB
assignment3-sa-app-web-1,94.43%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,68.43%,193.5MiB / 7.654GiB
assignment3-sa-app-web-1,4.16%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,2.38%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,3.86%,193.3MiB / 7.654GiB
assignment3-sa-app-web-1,5.70%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,46.80%,193.3MiB / 7.654GiB
assignment3-sa-app-web-1,2.82%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,52.31%,192.9MiB / 7.654GiB
assignment3-sa-app-web-1,60.21%,193.5MiB / 7.654GiB
assignment3-sa-app-web-1,51.10%,193.1MiB / 7.654GiB
assignment3-sa-app-web-1,50.58%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,55.00%,192.7MiB / 7.654GiB
assignment3-sa-app-web-1,50.42%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,0.50%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,49.80%,193.1MiB / 7.654GiB
assignment3-sa-app-web-1,34.19%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,9.14%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,52.28%,193.1MiB / 7.654GiB
assignment3-sa-app-web-1,55.16%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,51.28%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,50.36%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,51.23%,192.9MiB / 7.654GiB
assignment3-sa-app-web-1,49.74%,193.3MiB / 7.654GiB
assignment3-sa-app-web-1,0.47%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,51.30%,193MiB / 7.654GiB
assignment3-sa-app-web-1,27.32%,193MiB / 7.654GiB
assignment3-sa-app-web-1,17.24%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,50.94%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,50.04%,193.1MiB / 7.654GiB
assignment3-sa-app-web-1,50.75%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,50.64%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,54.85%,193.1MiB / 7.654GiB
assignment3-sa-app-web-1,49.10%,193.3MiB / 7.654GiB
assignment3-sa-app-web-1,0.61%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,50.50%,192.8MiB / 7.654GiB
assignment3-sa-app-web-1,16.84%,192.9MiB / 7.654GiB
assignment3-sa-app-web-1,28.18%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,48.96%,192.9MiB / 7.654GiB
assignment3-sa-app-web-1,0.49%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,1.30%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,1.34%,192.6MiB / 7.654GiB
assignment3-sa-app-web-1,1.49%,192.9MiB / 7.654GiB
